submitted_on,latitude,longitude,waste_active,type_of_wastesite,site_open_year,site_managed_local,site_close_year,site_years_open,waste_state,waste_category,pollution_evidence,solidwaste_source,municipal_pop_served,municipal_ops_type,municipal_ops_other,commercial_ops_type,industrial_ops_type,sludge_source,sludge_source_other,sludge_ops_type,sludge_ops_other,drinking_treatment,drinking_sludge_local,waste_water_treatment,waste_water_board_mgmt,waste_water_manager,waste_water_sludge_local,waste_water_category
19/08/2018,-14.0300833,33.4640438,Yes,NA,1/1/2014,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/08/2018,-14.0302736,33.4637618,Yes,NA,1/1/2013,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/08/2018,-14.0315031,33.4482125,Yes,Human,1/1/2007,No,NA,NA,Solid waste,Medical waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/08/2018,-15.8770617,34.97056,Yes,NA,5/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,City council,NA,Waste water discharge from Domestic or Municipal sources
20/08/2018,-14.91796,34.73506,Yes,NA,5/1/2016,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,500 - 2500,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/08/2018,-14.918145,34.7349691,Yes,Human,6/1/2016,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,500 - 2500,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/08/2018,-14.9184806,34.73497,Yes,NA,8/1/2014,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,500 - 2500,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/08/2018,-14.3144184,34.8132983,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/08/2018,-14.3153863,34.8137627,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/08/2018,-14.3153883,34.8133317,Yes,NA,8/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/08/2018,-14.3181983,34.8143672,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/08/2018,-14.31792,34.81427,Yes,NA,6/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/08/2018,-14.31689,34.8149267,Yes,NA,5/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/08/2018,-14.3295667,34.81619,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/08/2018,-14.3211047,34.81458,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/08/2018,-14.3097613,34.819363,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/08/2018,-14.3100099,34.8191573,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/08/2018,-14.3102022,34.8186558,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22/08/2018,-14.9151601,34.7725931,Yes,NA,3/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,500 - 2500,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22/08/2018,-14.6400111,35.5415,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22/08/2018,-14.6403249,35.5419927,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22/08/2018,-14.6281278,35.5447115,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/08/2018,-13.874936,33.8104253,Yes,NA,1/1/2012,No,NA,NA,Solid waste,Medical waste,Yes,Municipal - community waste site,500 - 2500,Handling and Storage Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/08/2018,-13.8748841,33.8103813,Yes,NA,1/1/2009,No,NA,NA,Solid waste,Hazardous waste,Yes,Municipal - community waste site,500 - 2500,Handling and Storage Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/08/2018,-13.8749963,33.810377,No,NA,NA,NA,1/1/2016,7,Solid waste,Medical waste,Yes,Municipal - community waste site,500 - 2500,Handling and Storage Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/08/2018,-13.7862043,33.6016685,Yes,NA,6/1/2010,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/08/2018,-14.8763471,34.7128319,Yes,NA,5/1/2016,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,500 - 2500,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/08/2018,-14.8765059,34.7129397,Yes,NA,7/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,500 - 2500,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/08/2018,-14.8761423,34.7128541,Yes,NA,6/1/2015,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,50 - 500,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/08/2018,-13.7858977,33.6021365,Yes,NA,5/1/2014,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/08/2018,-13.7859428,33.6017667,Yes,NA,11/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/08/2018,-13.7847815,33.6074476,Yes,NA,8/1/2010,No,NA,NA,"Solid waste, Liquid waste",Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,None ,NA,Waste water discharge from Domestic or Municipal sources
24/08/2018,-13.7846928,33.6074959,Yes,NA,3/1/2008,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/08/2018,-13.7855976,33.6017189,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/08/2018,-13.7859869,33.6008995,Yes,Human,7/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/08/2018,-14.8856451,34.7443273,Yes,NA,6/1/2015,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/08/2018,-14.8856067,34.7434767,Yes,NA,7/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/08/2018,-14.3174799,34.8060667,Yes,NA,11/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/08/2018,-14.8876667,34.7454166,Yes,NA,3/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,50 - 500,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/08/2018,-14.0015953,33.4283413,Yes,NA,4/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/08/2018,-13.8416379,33.4519073,Yes,NA,4/1/2004,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/08/2018,-14.0767206,33.4483919,Yes,NA,1/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/08/2018,-13.8419311,33.4523749,Yes,NA,4/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/08/2018,-14.3963817,34.33427,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/08/2018,-13.7676562,33.6740207,Yes,NA,2/1/2017,No,NA,NA,Solid waste,Stagnant water,Yes,Municipal - community waste site,50 - 500,Incineration (Burning of Waste) Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/08/2018,-15.4879876,35.3270533,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/08/2018,-15.4897657,35.3297707,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/08/2018,-14.3962083,34.3350383,Yes,NA,3/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/08/2018,-14.3977183,34.3387767,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/08/2018,-13.8017431,33.4359408,Yes,NA,4/1/2014,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/08/2018,-14.9121526,35.0536693,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/08/2018,-13.7835597,33.6008636,Yes,NA,6/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/08/2018,-14.3794147,34.3291025,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/08/2018,-13.7836309,33.6009267,Yes,NA,9/1/2014,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/08/2018,-13.7846642,33.6013493,Yes,NA,8/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/08/2018,-13.7822141,33.599277,Yes,NA,8/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/08/2018,-14.379693,34.3292227,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/08/2018,-14.2284955,34.5179501,Yes,NA,6/1/2007,Yes,NA,NA,Solid waste,Household waste,Yes,"Municipal - community waste site, Domestic - household (< 50 people)",500 - 2500,Disposal (Landfill) Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/08/2018,-14.2074905,34.3572841,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9109424,35.0536985,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),Masamba amitengo0,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9847051,34.9553201,Yes,NA,10/1/1991,Yes,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9847378,34.9553237,Yes,NA,8/1/2018,Yes,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9843485,34.95531,Yes,NA,10/1/1991,Yes,NA,NA,Solid waste,Household waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),NA,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9842593,34.9551677,Yes,NA,10/1/1991,Yes,NA,NA,Solid waste,Household waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),FROM HOUSES,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.983769,34.9566538,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Household waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),FROM HOUSES,Incineration (Burning of Waste) Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9870672,34.9532664,Yes,NA,3/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.2143337,34.5526027,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Medical waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9855118,34.952857,Yes,NA,8/1/2015,No,NA,NA,Solid waste,NA,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9865929,34.952065,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.0975803,34.2474942,Yes,Human,11/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7768904,33.5983445,Yes,NA,8/1/2010,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9904917,34.9527067,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7763435,33.5983289,Yes,NA,5/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.989553,34.9540131,Yes,NA,8/1/2015,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7763013,33.5984805,Yes,NA,4/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9131948,35.0543418,Yes,NA,7/1/2018,Yes,NA,NA,Solid waste,Non-hazardous waste,Yes,Municipal - community waste site,50 - 500,Disposal (Landfill) Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7765971,33.5990333,Yes,NA,6/1/2012,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7765174,33.5990241,Yes,NA,9/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7762951,33.5990349,Yes,NA,8/1/2013,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7768379,33.5986303,Yes,NA,8/1/2014,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7766254,33.5988637,Yes,NA,4/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7759457,33.5988869,Yes,NA,6/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7753731,33.5986723,Yes,NA,5/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7757758,33.5988071,Yes,NA,6/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7759385,33.5984165,Yes,NA,4/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-15.0476492,34.9955233,Yes,NA,10/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No body0,NA,Waste water discharge from Domestic or Municipal sources
28/08/2018,-13.7757112,33.5982017,Yes,NA,5/1/2011,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9758391,34.9563367,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7757348,33.5983228,Yes,NA,3/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7754687,33.598172,Yes,NA,6/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7750272,33.5987345,Yes,NA,4/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7745753,33.5979568,Yes,NA,8/1/2014,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-15.0265755,34.9719154,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7748751,33.5962572,Yes,NA,8/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7750671,33.596205,Yes,NA,5/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.097641,34.2477554,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-13.7750537,33.5956693,Yes,NA,4/1/2014,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9791173,34.9546393,Yes,Human,9/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9800802,34.9548234,Yes,NA,8/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9813533,34.9549533,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.9832233,34.9551633,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/08/2018,-14.1007205,34.2443205,Yes,NA,1/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/08/2018,-14.9713033,34.9751106,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/08/2018,-14.9821475,34.9755125,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/08/2018,-14.4429017,34.0107367,Yes,NA,10/1/2015,Yes,NA,NA,Solid waste,Medical waste,Yes,Industrial,NA,NA,NA,NA,Incineration (Burning of Waste) Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/08/2018,-14.0526222,34.1917802,Yes,NA,3/1/2012,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/08/2018,-15.2508688,35.1073377,No,NA,NA,NA,1/1/2018,1,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/08/2018,-14.0881063,34.9216163,Yes,NA,5/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/08/2018,-14.9872464,34.953332,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/08/2018,-14.846103,35.1748347,Yes,NA,6/1/2010,Yes,NA,NA,"Liquid waste, Solid waste",Hazardous waste,Yes,Commercial - collection and disposal,NA,NA,NA,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,No,NA,Yes,No,Ulongwe town Assembly,No,Stagnant water from a Water Point or Water Discharge Point
29/08/2018,-14.8462962,35.1727918,Yes,NA,7/1/2000,No,NA,NA,"Solid waste, Liquid waste",Hazardous waste,Yes,Commercial - collection and disposal,NA,NA,NA,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,Yes,No,No,NA,None,NA,Stagnant water from a Water Point or Water Discharge Point
